feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target,target_class
1.163955778637993,0.8250938269599158,-0.6610245781570755,-0.0510302739403436,-0.3315088289449072,0.0278368375971934,-0.5010314309405525,-0.3362450675768832,0.5308395601292831,-0.3097875637986075,0.7330037557708863,Class_1
-2.98241388169793,-2.3761556650446938,2.020071034322668,-1.4745767614213414,1.0455339963703154,-0.6612102976466632,-1.2463143845873224,-0.2396405464087478,0.4796193650566017,0.0602361729350128,-1.4562118812609024,Class_0
2.6445790816944896,1.9444583036503615,-1.6402343741140035,-0.5697330438494479,0.530295449715663,-0.1961693228423068,0.5611244797202208,-0.1982994052283782,-0.3690851430427118,-1.2407559440975204,2.90817313781472,Class_2
2.5121275826256597,2.9111197075816406,-1.795432847051261,1.4498407086910028,-1.2033853365368494,0.7930306773185725,-0.1561497289820324,0.1125497088104847,-0.0084400454244064,-1.3877535617002592,0.8500816599271317,Class_1
-5.90617758762436,-4.520141108516986,3.9489996148486246,-0.8897601778330656,-0.233698095247956,0.0723960441228304,-1.2110016775701329,-0.9326510746976466,1.6320421765381543,0.1822977823379854,-4.587704775746306,Class_0
-3.99904279737552,-3.332330708335049,2.2862290740707527,0.8439926150652128,-0.4002657408339383,-0.1421207459507436,2.438346189423755,1.0366504884444023,-1.5874185638145597,-0.7577805673149619,-1.708626654283218,Class_0
-0.0112153257798642,0.2400941494664461,-0.5859860053824424,1.0391146615531546,-1.687682596401467,1.03980141628596,0.0805429310451317,0.5021584070152421,-0.0818102230563543,-1.4525117170069195,-0.4860455442870489,Class_1
-0.7366623360748078,-0.6731823009876172,0.7174220753283153,-1.176201548229829,0.20079902405737,-0.8401584940875861,-1.5870958684434822,-1.6302073289689158,1.0396612366674298,0.9653412923140626,-0.8918829747727199,Class_1
-0.104482783673538,-0.2515076888671432,-0.1294549707503293,1.4559543041475431,-1.4614133379870895,1.0691383963585284,0.4130776050267852,0.3939049957400333,-1.6446401077615431,-0.6317946729270923,0.1397143972322957,Class_1
-2.411205541723428,-1.8410377423008284,1.766496086167225,0.8809765396257924,-0.7346125274670671,-0.0216162474982515,0.0770250400984482,0.8709826210856257,-0.5628272961135019,1.149811603865358,-2.220813535677073,Class_0
